0 7 59.31
1 7 0
2 7 0.15
3 7 0
4 7 1.61
5 7 0
6 7 0
7 7 0

0 6 0
1 6 18.81
2 6 0
3 6 0.02
4 6 8.28
5 6 0
6 6 0
7 6 0

0 5 0.15
1 5 0
2 5 0.02
3 5 0.39
4 5 4.42
5 5 0
6 5 0
7 5 0.15

0 4 0
1 4 0.02
2 4 0.39
3 4 0.2
4 4 3.81
5 4 0
6 4 0
7 4 0

0 3 1.61
1 3 8.28
2 3 4.42
3 3 3.81
4 3 0.12
5 3 0.02
6 3 0.17
7 3 1.32

0 2 0
1 2 0
2 2 0
3 2 0
4 2 0.02
5 2 1.17
6 2 0
7 2 0

0 1 0
1 1 0
2 1 0
3 1 0
4 1 0.17
5 1 0
6 1 0.02
7 1 0

0 0 0
1 0 0
2 0 0.15
3 0 0
4 0 1.32
5 0 0
6 0 0
7 0 0
